TANGGAL,DESKRIPSI,NOMER PART,Qty,Sat,PENGGUNA,No Lamb, HARGA  , JUMLAH 
2023-10-16,Oil Engine MEDITRAN SX,15W-40,9,ltr, N 8428 BF ,309,"32,100","288,900"
2023-10-16,Oil Filter NKR & NMR/ Astra,16-97247 514-0,1,pcs, N 8428 BF ,309,"94,575","94,575"
2023-10-16,Fuel Filter  HINO 23401/PAK MUQ,RM Surabaya,1,pcs, N 8428 BF ,309,"39,000","39,000"
2023-10-16,Fuel Filter NKR & NMR / ASTRA, I8 98037481-A,1,pcs, N 8428 BF ,309,"90,675","90,675"
2023-10-16,Bearing Roda Belakang Dalam NMR/JUB,30213 JR / KOYO,1,pcs, N 8428 BF ,309,"188,000","188,000"
2023-10-16,Bearing Roda Belakang Luar / JUB,28680/22 KOYO,1,pcs, N 8428 BF ,309,"186,000","186,000"
2023-10-16,Seal Roda Belakang Dalam NMR  - 73 Motor,8 - 97122937 - 0,1,pcs, N 8428 BF ,309,"100,000","100,000"
2023-10-16,V belt A-41 Moulend,Omega Tech,2,pcs, N 8428 BF ,309,"31,000","62,000"
2023-10-16,Ban Luar Duraturn Y601 750/16 / DGP,305 101 5585,1,pcs, N 8428 BF ,309,"1,697,655","1,697,655"
2023-10-16,Ban Luar Duraturn Y601 750/16 / DGP,306 200 6831,1,pcs, N 8428 BF ,309,"1,697,655","1,697,655"
2023-10-16,Ban Dalam IBK 700/750-16,DIRGAPUTRA EKAPRATAMA,3,pcs, N 8428 BF ,309,"134,390","403,170"
2023-10-16,Marshet IBK R16 Besi,DIRGAPUTRA EKAPRATAMA,2,pcs, N 8428 BF ,309,"38,724","77,448"
2023-10-16,Velg Repair Pindah Daun L6-12mm,Triyenni,1,pcs, N 8428 BF ,309,"60,000","60,000"
2023-10-16,Pir Extra No 1 / DIRGA,IZ0075-H01,1,pcs, N 9429 UG ,303,"258,042","258,042"
2023-10-16,PINION CROWN WHEEL NMR I6-41210 531-0,ASTRA ISUZU,1,set, N 9491 UH ,114,"4,192,500","4,192,500"
2023-10-16,Seal Pinion/MOB gardan  / PM SBY,8-97047609-0,1,pcs, N 9491 UH ,114,"45,000","45,000"
2023-10-16,Oil Engine MEDITRAN SX,15W-40,3,ltr, N 8515 UH ,404,"32,100","96,300"
2023-10-16,Oil Engine MEDITRAN SX,15W-40,1.5,ltr, N 8502 UA ,405,"32,100","48,150"
2023-10-16,Bensin Ecer Cuci Gardan ,Kas,2,ltr, N 9491 UH  ,114,"12,000","24,000"
2023-10-17,Oil Engine MEDITRAN SX,15W-40,9,ltr, N 9210 UF ,H,"29,200","262,800"
2023-10-17,Oil Filter NKR & NMR/ Astra,16-97247 514-0,1,pcs, N 9210 UF ,H,"94,575","94,575"
2023-10-17,Pir Extra Ory No.5,73 motor,1,pcs, N 9210 UF ,H,"210,000","210,000"
2023-10-17,SPACER COLLAR PINION Gardan NMR 1-41219004-0,73 MOTOR,1,pcs, N 9491 UH ,114,"160,000","160,000"
2023-10-17,PLAT KANCING GARDAN NMR71,73 MOTOR,1,pcs, N 9491 UH ,114,"30,000","30,000"
2023-10-17,GEARBOX / WORM STEERING NKR 71,73 MOTOR,1,pcs, N 9058 UF ,402,"3,750,000","3,750,000"
2023-10-17,PACK KNALPOT NKR BULAT,73 MOTOR,1,pcs, N 9058 UF ,402,"17,500","17,500"
2023-10-17,Oil Hydraulic MEDITRAN S10W,SAE 10 W,1,ltr, N 9058 UF ,402,"29,000","29,000"
2023-10-17,BAUT RODA NKR71 RR-LH (IBK),73 MOTOR,2,pcs, N 8310 UH ,G,"60,000","120,000"
2023-10-17,GEARBOX / WORM STEERING NMR 71,73 MOTOR,1,pcs, N 8429 BF ,312,"4,750,000","4,750,000"
2023-10-17,BBM Storing ke Blitar ,Kas ,,pcs, N 8429 BF ,312,"50,000","50,000"
2023-10-17,Retribusi masuk ngreco + Lahor ,Kas ,1,x, N 8429 BF ,312,"6,000","6,000"
2023-10-17,UM Storing ke Blitar ,Kas ,3,org, N 8429 BF ,312,"15,000","45,000"
2023-10-18,FUEL FILTER DMAX I6-98159 693-0,ASTRA ISUZU,1,pcs, N 9613 UH ,140,"75,000","75,000"
2023-10-18,FUEL FILTER DMAX I6-98159 693-0,ASTRA ISUZU,1,pcs, N 9683 UH ,139,"75,000","75,000"
2023-10-18,Ban Luar 825-16 SWL / SBM,Baru 04501211,1,pcs, N 8624 UG ,D,"1,725,000","1,725,000"
2023-10-18,Ban Luar 825-16 SWL / SBM,Baru 04501215,1,pcs, N 8624 UG ,D,"1,725,000","1,725,000"
2023-10-18,Ban dalam 750-16 SWL,SBM,2,pcs, N 8624 UG ,D,"175,000","350,000"
2023-10-18,Marshet GT R-16,SBM,2,pcs, N 8624 UG ,D,"50,000","100,000"
2023-10-18,Service REK End,Tri Star,2,pcs, N 8502 UA ,405,"135,000","270,000"
2023-10-18,King Pin KIT NKR 71 ISUZU,73 Motor,0.5,set, N 8502 UA ,405,"500,000","250,000"
2023-10-18,Oring V-Ton,Virgo Motor,2,pcs, N 8502 UA ,405,"15,000","30,000"
2023-10-18,Seal Vay 40x50x4,Virgo Motor,1,pcs, N 8502 UA ,405,"45,000","45,000"
2023-10-18,Seal TC 40x50x5,Virgo Motor,1,pcs, N 8502 UA ,405,"45,000","45,000"
2023-10-18,Seal Tc 40x50x7,Virgo Motor,1,pcs, N 8502 UA ,405,"40,000","40,000"
2023-10-18,Fuel Filter  HINO 23401/PAK MUQ,RM Surabaya,1,pcs, N 8502 UA ,405,"39,000","39,000"
2023-10-18,Fuel Filter NKR & NMR / ASTRA,16-97172549-0,2,pcs, N 8502 UA ,405,"37,000","74,000"
2023-10-18,Bearing Roda Depan Dalam / JUB,32210 J KOYO,1,pcs, N 8502 UA ,405,"121,000","121,000"
2023-10-18,Bearing Roda Depan Luar / JUB,32207 J KOYO,1,pcs, N 8502 UA ,405,"77,000","77,000"
2023-10-18,SEAL RODA DEPAN NKR71,73 MOTOR,1,pcs, N 8502 UA ,405,"47,500","47,500"
2023-10-18,Oil Hydraulic MEDITRAN S10W,SAE 10 W,1.5,ltr, N 9849 UH ,103,"29,000","43,500"
2023-10-18,Oil Engine MEDITRAN SX,15W-40,1.5,ltr, N 9849 UH ,103,"29,200","43,800"
2023-10-18,Oil Engine MEDITRAN SX,15W-40,3,ltr, N 8515 UH ,404,"29,200","87,600"
2023-10-18,Velg repair L6-12 mm / Model Mercy / UJB,Triyenny,1,pcs, N 9210 UF ,H,"60,000","60,000"
2023-10-18,Kawat Las RB 4.0 mm,Las Velg,11,pcs, N 9210 UF ,H,"1,565","17,215"
2023-10-18,Daun Velg L6-12mm Mercy,SBM,1,pcs, N 9210 UF ,H,"350,000","350,000"
2023-10-18,Ban Dalam IBK 700/750-16,DIRGAPUTRA EKAPRATAMA,1,pcs, N 9210 UF ,H,"134,390","134,390"
2023-10-18,Marshet IBK R16 Besi,DIRGAPUTRA EKAPRATAMA,1,pcs, N 9210 UF ,H,"38,724","38,724"
2023-10-18,Velg repair L6-12 mm / Model Mercy / UJB,Triyenny,1,pcs, N 8430 BF ,313,"60,000","60,000"
2023-10-18,Kawat Las RB 4.0 mm,Las Velg,11,pcs, N 8430 BF ,313,"1,565","17,215"
2023-10-18,Daun Velg L6-12mm Mercy,SBM,1,pcs, N 8430 BF ,313,"350,000","350,000"
2023-10-18,Bensin Ecer Cuci Borem Stir ,Kas,2,ltr, N 8502 UA ,405,"12,000","24,000"
2023-10-19,FUSE / SEKRING 10A,73 MOTOR,4,pcs, N 9058 UF ,402,"3,500","14,000"
2023-10-19,BAUT RODA NKR71 RR-RH (IBK),73 MOTOR,2,pcs, N 8430 BF ,313,"60,000","120,000"
2023-10-19,Oil hydraulic TuraliK 69,CAHAYA GUNUNG JATI,1.5,ltr, N 9566 UG ,A,"31,000","46,500"
2023-10-19,Oil Engine MEDITRAN SX,15W-40,9,ltr, N 9566 UG ,A,"29,200","262,800"
2023-10-19,Oil Filter NKR & NMR/ Astra,16-97247 514-0,1,pcs, N 9566 UG ,A,"94,575","94,575"
2023-10-19,kawat Las RB 4.0 mm, * ,20,pcs, N 8477 UG ,601,"1,650","33,000"
2023-10-19,"Gerinda Selep  NR 4""",Prima Sekar,1,pcs, N 8477 UG ,601,"11,000","11,000"
2023-10-19,Seal Rem SC 40493 R,73 Motor,8,pcs, N 9492 UH ,F,"10,000","80,000"
2023-10-19,SEAL DEBU CANTER/NKR71,73 MOTOR,8,pcs, N 9492 UH ,F,"4,000","32,000"
2023-10-19,Minyak Rem PRESTONE / ARNEX,DOT 3,0.9,ltr, N 9492 UH ,F,"75,000","67,500"
2023-10-19,OIL PERTAMINA SAE 140,RORED HDA 140,6,ltr, N 9492 UH ,F,"40,000","240,000"
2023-10-19,Bearing Roda Belakang Dalam NMR/JUB,30213 JR / KOYO,1,pcs, N 9492 UH ,F,"162,500","162,500"
2023-10-19,Bearing Roda Belakang Luar / JUB,28680/22 KOYO,1,pcs, N 9492 UH ,F,"176,750","176,750"
2023-10-19,SEAL RODA BELAKANG DALAM NMR71,MAKMUR MOTOR,1,pcs, N 9492 UH ,F,"65,000","65,000"
2023-10-19,Seal Roda blk Luar NKR & NMR - RM,8 - 94336-317-1,1,pcs, N 9492 UH ,F,"31,500","31,500"
2023-10-19,Lem Silicone Hitam,Makmur Motor,1,pcs, N 9492 UH ,F,"12,500","12,500"
2023-10-19,MUR BAGONG NKR71,73 MOTOR,1,pcs, N 9492 UH ,F,"85,000","85,000"
2023-10-19,RING BAGONG NKR71,73 MOTOR,1,pcs, N 9492 UH ,F,"25,000","25,000"
2023-10-19,BBM Traga Storing ke Kepanjen ,Kas ,,pcs, N 9492 UH ,F,"100,000","100,000"
2023-10-19,"UM Storing P. hadi, rudi, Edi",Kas ,3,org, N 9492 UH ,F,"15,000","45,000"
2023-10-19,Ban 1100 GT / EX Mixer Hino Baru,UJB 728 KM 72497,1,set, N 8198 UH ,132,"4,250,000","4,250,000"
2023-10-19,Ban 1100 GT / EX Mixer Hino Baru,UJB 729 KM 72497,1,set, N 8198 UH ,132,"4,250,000","4,250,000"
2023-10-20,kawat Las RB 4.0 mm, * ,30,pcs, N 8477 UG ,601,"1,650","49,500"
2023-10-20,Center Bearing NKR 71 ORI,Makmur Motor,1,pcs, N 8428 BF ,309,"350,000","350,000"
2023-10-20,Bongkar Pasang Roda,Bambang AS,1,pcs, N 8428 BF ,309,"75,000","75,000"
2023-10-20,Pas KIP Tromol,Bambang AS,1,pcs, N 8428 BF ,309,"175,000","175,000"
2023-10-20,Flasher NMR 71 24 V / 73 Motor,18-98025553-A,1,pcs, N 9490 UH ,112,"260,000","260,000"
2023-10-20,Pir Extra No 1 / DIRGA,IZ0075-H01,1,pcs, N 8310 UH ,G,"258,042","258,042"
2023-10-20,KAWEL PIR 35 CM,SUMBER BARU MOTOR,1,pcs, N 8310 UH ,G,"45,000","45,000"
2023-10-20,SUNDUK PIR BLKG CANTER,73 MOTOR,1,pcs, N 8310 UH ,G,"40,000","40,000"
2023-10-20,Ban Luar Duraturn Y601 750/16 / DGP,306 200 1981 KM 265068,1,pcs, N 9433 UG ,304,"1,697,655","1,697,655"
2023-10-20,Ban Luar Duraturn Y601 750/16 / DGP,305 300 6841 KM 265068,1,pcs, N 9433 UG ,304,"1,697,655","1,697,655"
2023-10-20,Ban Luar Duraturn Y601 750/16 / DGP,306 200 6833 KM 265068,1,pcs, N 9433 UG ,304,"1,697,655","1,697,655"
2023-10-20,Ban Luar Duraturn Y601 750/16 / DGP,306 200 2042 KM 265068,1,pcs, N 9433 UG ,304,"1,697,655","1,697,655"
2023-10-20,Ban Dalam IBK 700/750-16,DIRGAPUTRA EKAPRATAMA,4,pcs, N 9433 UG ,304,"134,390","537,560"
2023-10-20,Marshet IBK R16 Besi,DIRGAPUTRA EKAPRATAMA,4,pcs, N 9433 UG ,304,"38,724","154,896"
2023-10-20,Ban Depan Luar 750-16 BS Ex DT / ASTRA ISUZU,DHO 5565-70/DJ0723 KM 297509,1,set, N 9429 UG ,303,"1,400,000","1,400,000"
2023-10-20,Seal Rem SC 40493 R,73 Motor,8,pcs, N 8624 UG ,D,"10,000","80,000"
2023-10-20,SEAL DEBU CANTER/NKR71,73 MOTOR,8,pcs, N 8624 UG ,D,"4,000","32,000"
2023-10-20,BAUT RODA NKR71 RR-LH (IBK),73 MOTOR,1,pcs, N 8624 UG ,D,"60,000","60,000"
2023-10-20,Minyak Rem PRESTONE / ARNEX,DOT 3,0.3,ltr, N 8624 UG ,D,"75,000","22,500"
2023-10-20,Kunci Roda NKR 71 41x21,73 Motor,1,pcs, N 9058 UF ,402,"315,000","315,000"
2023-10-20,Terpal 3x5 Lumba-lumba,Prima Sekar,1,pcs, N 9058 UF ,402,"97,500","97,500"
2023-10-21,Baut Roda NKR 71 RR-RH,Makmur Motor,1,pcs, N 9456 UG ,307,"65,000","65,000"
2023-10-21,Seal Rem SC 40493 R,73 Motor,4,pcs, N 9456 UG ,307,"10,000","40,000"
2023-10-21,TABUNG SKEP PS100,73 MOTOR,1,pcs, N 9456 UG ,307,"175,000","175,000"
2023-10-21,Minyak Rem PRESTONE / ARNEX,DOT 3,0.6,ltr, N 9456 UG ,307,"75,000","45,000"
2023-10-21,Seal Rem SC 40493 R,73 Motor,12,pcs, N 9566 UG ,A,"10,000","120,000"
2023-10-21,SEAL DEBU CANTER/NKR71,73 MOTOR,4,pcs, N 9566 UG ,A,"4,000","16,000"
2023-10-21,Minyak Rem PRESTONE / ARNEX,DOT 3,0.3,pcs, N 9566 UG ,A,"75,000","22,500"
2023-10-21,SEAL RODA BELAKANG DALAM NMR71,MAKMUR MOTOR,1,pcs, N 9566 UG ,A,"65,000","65,000"
2023-10-21,Bearing Roda Belakang Dalam NMR/JUB,30213 JR / KOYO,2,pcs, N 9566 UG ,A,"162,500","325,000"
2023-10-21,Bearing Roda Belakang Luar / JUB,28680/22 KOYO,1,pcs, N 9566 UG ,A,"176,750","176,750"
2023-10-21,Baut Roda NKR 71 RR-RH,Makmur Motor,1,pcs, N 9566 UG ,A,"65,000","65,000"
2023-10-21,Baut Roda NKR 71 RR-LH,73 Motor,1,pcs, N 9566 UG ,A,"60,000","60,000"
2023-10-21,Seal Rem SC 40493 R,73 Motor,3,pcs, N 8333 UF ,128,"10,000","30,000"
2023-10-21,Seal Rem 40493,Makmur Motor,1,pcs, N 8333 UF ,128,"11,000","11,000"
2023-10-21,Oil Engine MEDITRAN SX PLUS ( 200 L ),Cahaya Gunung Jati,11.5,ltr, N 8333 UF ,128,"33,750","388,125"
2023-10-21,Oil Filter NKR & NMR/ Astra,16-97247 514-0,1,pcs, N 8333 UF ,128,"94,575","94,575"
2023-10-21,Fuel Filter NKR & NMR / ASTRA, I8 98037481-A,1,pcs, N 8333 UF ,128,"93,000","93,000"
2023-10-21,FUEL FILTER DMAX I6-98159 693-0,ASTRA ISUZU,1,pcs, N 8333 UF ,128,"75,000","75,000"
2023-10-21,Oil Engine MEDITRAN SX,15W-40,1.5,ltr, N 9058 UF ,402,"29,200","43,800"
2023-10-21,Oil hydraulic TuraliK 69,CAHAYA GUNUNG JATI,2,ltr, N 9613 UH ,140,"27,000","54,000"
2023-10-21,Bulbs H4 24V,Sejati Motor,1,pcs, N 9614 UH ,119,"42,500","42,500"
2023-10-21,Velg repair L6-12mm - UJB,TRIYENNY JAYA,1,pcs, N 8430 BF ,313,"60,000","60,000"
2023-10-21,Kawat Las RB 4.0 mm,Untuk Las Velg,11,pcs, N 8430 BF ,313,"1,565","17,215"
2023-10-21,Daun Velg L6-12mm Mercy,SBM,1,pcs, N 8430 BF ,313,"350,000","350,000"
2023-10-21,Velg repair L6-12mm - UJB,TRIYENNY JAYA,1,pcs, N 9490 UH ,112,"60,000","60,000"
2023-10-21,Kawat Las RB 4.0 mm,Untuk Las Velg,11,pcs, N 9490 UH ,112,"1,565","17,215"
2023-10-21,Daun Velg L6-12mm Mercy,SBM,1,pcs, N 9490 UH ,112,"350,000","350,000"
2023-10-21,Baut Roda NKR 71 RR-LH,73 Motor,1,pcs, N 9490 UH ,112,"60,000","60,000"
2023-10-21,SAMBUNG SENTER PUCUK BLOMBONG KIRI KANAN,BAMBANG AS,1,pcs, N 9492 UH ,F,"1,000,000","1,000,000"
2023-10-21,SPINDLE/END TUBE NMR,ASTRA ISUZU,4,pcs, N 9492 UH ,F,"1,300,000","5,200,000"
2023-10-21,Ban Luar 7.50-16 BS/BSN,H1102-HNJ4822,1,set, N 9490 UH ,112,"2,175,000","2,175,000"
2023-10-21,Ban Luar 7.50-16 BS/BSN,T1201/HNJ4922,1,set, N 9490 UH ,112,"2,175,000","2,175,000"
2023-10-23,Oil Engine MEDITRAN SX,15W-40,3,ltr, N 8515 UH ,404,"29,200","87,600"
2023-10-23,Oil Hydraulic MEDITRAN S10W,SAE 10 W,0.5,ltr, N 8515 UH ,404,"29,000","14,500"
2023-10-23,REPAIR PASANG DAUN VELG R16,BAMBANG AS,1,pcs, N 8429 BF ,312,"150,000","150,000"
2023-10-23,Daun Velg L6-12mm Mercy,SBM,1,pcs, N 8429 BF ,312,"350,000","350,000"
2023-10-23,Oil Engine MEDITRAN SX,15W-40,9,ltr, N 8429 BF ,312,"29,200","262,800"
2023-10-23,Oil Filter NKR & NMR/ Astra,16-97247 514-0,1,pcs, N 8429 BF ,312,"94,575","94,575"
2023-10-23,Seal Rem 40493,Makmur Motor,2,pcs, N 8429 BF ,312,"11,000","22,000"
2023-10-23,SEAL DEBU CANTER/NKR71,73 MOTOR,2,pcs, N 8429 BF ,312,"4,000","8,000"
2023-10-23,Minyak Rem PRESTONE / ARNEX,DOT 3,0.3,ltr, N 8429 BF ,312,"75,000","22,500"
2023-10-23,Center Bearing NKR / Bandul,Makmur Motor,1,pcs, N 8428 BF ,309,"240,000","240,000"
2023-10-23,Oil Engine MEDITRAN SX,15W-40,1.5,ltr, N 8310 UH ,G,"29,200","43,800"
2023-10-23,OIL PERTAMINA SAE 140,RORED HDA 140,4,ltr, N 8761 UG ,C,"40,000","160,000"
2023-10-23,Bearing Roda Belakang Dalam NKR / JUB,29586 YA/22YA,1,pcs, N 8761 UG ,C,"202,500","202,500"
2023-10-23,Bearing Roda Belakang Luar / JUB,28680/22 KOYO,1,pcs, N 8761 UG ,C,"176,750","176,750"
2023-10-23,Seal Roda Belakang Dalam NKR - RM,8-94336-316-0,1,pcs, N 8761 UG ,C,"37,500","37,500"
2023-10-23,MUR BAGONG NKR71,73 MOTOR,1,pcs, N 8761 UG ,C,"85,000","85,000"
2023-10-23,RING BAGONG NKR71,73 MOTOR,1,pcs, N 8761 UG ,C,"25,000","25,000"
2023-10-23,LEM AUTOSEALER HITAM,Makmur Motor,1,pcs, N 8761 UG ,C,"12,500","12,500"
2023-10-23,BBM Traga Storing ke Talun blitar ,Kas ,,pcs, N 8761 UG ,C,"100,000","100,000"
2023-10-23,Retribusi Masuk Ngreco dan Lahor ,Kas ,1,x, N 8761 UG ,C,"6,000","6,000"
2023-10-23,"UM Storing ke Talun P. Rudi, Hadi, PSG ",Kas ,3,org, N 8761 UG ,C,"15,000","45,000"
2023-10-23,Baut Joint 17 x 4 ,Kas ,4,pcs, N 8761 UG ,C,"17,000","68,000"
2023-10-23,Jasa Ban Vulkanisir PNS 750-16,1017114,1,pcs, N 9613 UH ,118,"500,000","500,000"
2023-10-23,Jasa Ban Vulkanisir PNS 750-16,2317111,1,pcs, N 9613 UH ,118,"500,000","500,000"
2023-10-24,LEM AUTOSEALER HITAM,Makmur Motor,1,pcs,N 8432 BF,310,"12,500","12,500"
2023-10-24,OIL PERTAMINA SAE 140,RORED HDA 140,6,ltr,N 8432 BF,310,"40,000","240,000"
2023-10-24,SERVICE DRAKLINK,TRISTAR,2,pcs, N 8432 BF ,310,"135,000","270,000"
2023-10-24,BOOT BALL JOINT,TRISTAR,2,pcs, N 8432 BF ,310,"20,000","40,000"
2023-10-24,V belt A-41 Moulend,Omega Tech,2,pcs, N 9446 UG ,305,"31,000","62,000"
2023-10-24,Baut Roda BLK RH NKR 71 / MSD,73 Motor,1,pcs, N 9446 UG ,305,"60,000","60,000"
2023-10-24,OIL PERTAMINA SAE 140,RORED HDA 140,6,ltr, N 9446 UG ,305,"40,000","240,000"
2023-10-24,Minyak Rem PRESTONE / ARNEX,DOT 3,0.3,ltr, N 9446 UG ,305,"75,000","22,500"
2023-10-24,Baut NAP FE Halus,Makmur Motor,2,pcs, N 9446 UG ,305,"5,000","10,000"
2023-10-24,SENTER AS HIDROLIS DUMP,HOK,1,pcs, N 8477 UG ,601,"400,000","400,000"
2023-10-25,ACCU NS70 12V RCA BATT,DIRGAPUTRA EKAPRATAMA,1,pcs, N 9456 UG ,307,"809,041","809,041"
2023-10-25,Kabel NYAF 35/Accu,Sehat Kabel,0.5,mtr, N 9456 UG ,307,"91,000","45,500"
2023-10-25,Skun Kabel Accu,73 Motor,2,pcs, N 9456 UG ,307,"7,500","15,000"
2023-10-25,Clamp Accu,73 motor,1,set, N 9456 UG ,307,"30,000","30,000"
2023-10-25,SERVIS REK END / DRAKLING,TRI STAR,2,pcs, N 9433 UG ,304,"135,000","270,000"
2023-10-25,BOOT BALL JOINT,TRI STAR,2,pcs, N 9433 UG ,304,"20,000","40,000"
2023-10-25,"WIPER BLADE 18""",73 MOTOR,2,pcs, N 9433 UG ,304,"40,000","80,000"
2023-10-25,V belt A-41 Moulend,Omega Tech,2,pcs, N 9433 UG ,304,"31,000","62,000"
2023-10-25,LEM AUTOSEALER HITAM,Makmur Motor,1,pcs, N 9433 UG ,304,"12,500","12,500"
2023-10-25,Baut Roda BLK LH NKR 71,73 Motor,2,pcs, N 9492 UH ,F,"60,000","120,000"
2023-10-25,Ban Dalam IBK 700/750-16, DIRGAPUTRA EKAPRATAMA ,1,pcs, N 8271 UE ,102,"134,390","134,390"
2023-10-25,BAN VULKANISIR JADI DGN 750-16 / MJS, GT F 0322 ,1,pcs, N 8271 UE ,102,"1,050,000","1,050,000"
2023-10-25,BAN VULKANISIR JADI DGN 750-16 / MJS, GT F 3822 ,1,pcs, N 8271 UE ,102,"1,050,000","1,050,000"
2023-10-25,Oil hydraulic TuraliK 69, CAHAYA GUNUNG JATI ,20,ltr, N 8477 UG ,601,"27,000","540,000"
2023-10-25,SPIDER DIFF/PALANG NMR71,73 MOTOR,1,pcs, N 8432 BF ,310,"1,400,000","1,400,000"
2023-10-25,SERVIS REK END,TRI STAR,2,pcs, N 9663 UH ,E,"135,000","270,000"
2023-10-25,BOOT BALL JOINT,TRI STAR,2,pcs, N 9663 UH ,E,"20,000","40,000"
2023-10-25,Oil Hydraulic MEDITRAN S10W,SAE 10 W,0.5,ltr, N 9663 UH ,E,"29,000","14,500"
2023-10-25,Baut Roda BLK LH NKR 71 / IBK,73 Motor,1,pcs, N 9663 UH ,E,"60,000","60,000"
2023-10-25,Baut Roda BLK RH NKR 71 / MSD,73 Motor,1,pcs, N 9663 UH ,E,"60,000","60,000"
2023-10-25,CAP/ TUTUP HUB RODA DEPAN NKR66/71,73 Motor,1,pcs, N 8515 UH ,404,"15,000","15,000"
2023-10-25,Oil Engine MEDITRAN SX,15W-40,3,ltr, N 8515 UH ,404,"29,200","87,600"
2023-10-25,Bensin Ecer Cuci Gardan ,Kas ,2,ltr, N 8432 BF ,310,"12,000","24,000"
2023-10-25,Ban Dalam IBK 700/750-16,DIRGAPUTRA EKAPRATAMA,2,pcs, N 9613 UH ,118,"134,390","268,780"
2023-10-26,Oil Engine MEDITRAN SX,15W-40,1,ltr, N 8502 UA ,405,"29,200","29,200"
2023-10-26,Pir Extra No 1 / DIRGA,IZ0075-H01,1,pcs, N 9492 UH ,F,"258,042","258,042"
2023-10-26,Sunduk Pir BLK NKR 71,73 Motor,1,pcs, N 9492 UH ,F,"40,000","40,000"
2023-10-26,Oil Engine MEDITRAN SX,15W-40,9,ltr, N 8310 UH ,G,"29,200","262,800"
2023-10-26,Oil Filter NKR & NMR/ Astra,16-97247 514-0,1,pcs, N 8310 UH ,G,"94,575","94,575"
2023-10-26,Ban 1100 GT / EX Mixer Hino Baru,UJB 765,1,set, DT 9577 UF ,135,"4,250,000","4,250,000"
2023-10-26,Ban 1100 GT / EX Mixer Hino Baru,UJB 766,1,set, DT 9577 UF ,135,"4,250,000","4,250,000"
2023-10-26,SAMBUNG SENTER PUCUK BLOMBONG KIRI+KANAN,BAMBANG AS,2,pcs, N 9446 UG ,305,"600,000","1,200,000"
2023-10-26,SPINDLE/END TUBE NMR,ASTRA ISUZU,2,pcs, N 9446 UG ,305,"1,300,000","2,600,000"
2023-10-26,"SPANSCREW 1""/ JARUM KERAS",Kas - SAKTI PUTRA PERDANA,1,pcs, N 9058 UF ,402,"124,986","124,986"
2023-10-27,Baut Roda BLK RH NKR 71,73 Motor,2,pcs, N 8427 BF ,311,"60,000","120,000"
2023-10-27,BAUT RODA JUMBO UNIVERSAL RR-RH/IBK,DIRGAPUTRA EKAPRATAMA,1,pcs, N 8427 BF ,311,"62,637","62,637"
2023-10-27,Fuel Filter  HINO 23401/PAK MUQ,RM Surabaya,1,pcs, N 8427 BF ,311,"39,000","39,000"
2023-10-27,Fuel Filter NKR & NMR / ASTRA, I8 98037481-A,1,pcs, N 8427 BF ,311,"90,675","90,675"
2023-10-27,Velg repair L6-12mm - UJB,Bambang AS,1,pcs, N 8430 BF ,313,"150,000","150,000"
2023-10-27,Daun Velg L6-12mm ,P/N,1,pcs, N 8430 BF ,313,"400,000","400,000"
2023-10-27,SHOCK ABSORBER/SKOK DPN NKR71,73 Motor,2,pcs, N 9849 UH ,103,"270,000","540,000"
2023-10-27,Bushing Sock Absorber,73 Motor,6,pcs, N 9849 UH ,103,"2,750","16,500"
2023-10-27,SERVIS DONGKRAK 35T,BENGKEL ANDALAN,1,pcs, N 9058 UF ,402,"245,000","245,000"
2023-10-27,Ban Luar 7.50-16 BS/BSN,H1102-HNJ4822,1,set, N 8427 BF ,311,"2,175,000","2,175,000"
2023-10-27,Ban Luar 7.50-16 BS/BSN,T8901-HNJ4822,1,set, N 8427 BF ,311,"2,175,000","2,175,000"
2023-10-28,Velg repair L6-12mm - UJB,Bambang AS,1,pcs, N 9210 UF ,H,"150,000","150,000"
2023-10-28,Daun Velg L6-12mm ,P/N,1,pcs, N 9210 UF ,H,"400,000","400,000"
2023-10-28,BAUT RODA NKR/NMR71 RR-RH (IBK),73 Motor,1,pcs, N 9210 UF ,H,"60,000","60,000"
2023-10-28,Baut Roda BLK NKR 71 LH,Cakra Motor,2,pcs, N 9426 UG ,308,"70,000","140,000"
2023-10-28,Baut NAP FE Halus,Makmur Motor,2,pcs, N 9426 UG ,308,"5,000","10,000"
2023-10-28,Rubber Engine Foot LH,8-97122895-1 LH,1,pcs, N 9426 UG ,308,"780,000","780,000"
2023-10-28,Rubber Engine Foot RH,8-97122-893-0 RH,1,pcs, N 9426 UG ,308,"780,000","780,000"
2023-10-28,Oil Engine MEDITRAN SX,15W-40,9,ltr, N 9426 UG ,308,"29,200","262,800"
2023-10-28,Oil Filter NKR & NMR/ Astra,16-97247 514-0,1,pcs, N 9426 UG ,308,"94,575","94,575"
2023-10-28,Seal Roda Belakang Dalam NMR  - MAKMUR,8 - 97122937 - 0,1,pcs, N 9426 UG ,308,"65,000","65,000"
2023-10-28,Velg repair L6-12mm - UJB,Bambang AS,1,pcs, N 9426 UG ,308,"150,000","150,000"
2023-10-28,Daun Velg L6-12mm ,P/N,1,pcs, N 9426 UG ,308,"400,000","400,000"
2023-10-28,Minyak Rem PRESTONE / ARNEX,DOT 3,0.6,ltr, N 9426 UG ,308,"75,000","45,000"
2023-10-28,Oil Engine MEDITRAN SX,15W-40,1,ltr, N 8271 UE ,102,"29,200","29,200"
